Title;OpenAlexConcepts;OpenAIRESubjects_fromMag;Matching
The Jacobian module of a Lie algebra;Algorithm | Annotation | Artificial intelligence | Biology | Computer science | Ecology | Mathematics | Type (biology);Adjoint representation of a Lie algebra | Affine Lie algebra | Algebra | Algebra representation | Applied Mathematics | Cellular algebra | General Mathematics | Generalized Kac–Moody algebra | Graded Lie algebra | Lie conformal algebra | Mathematics | Universal enveloping algebra;Openaire: applied mathematics - Openalex: mathematics | Openaire: general mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics
Low frequency vibrational modes related to texture in silica aerogels;Aerogel | Artificial intelligence | Chemical engineering | Chemistry | Composite material | Computer science | Engineering | Image (mathematics) | Materials science | Molecular vibration | Molecule | Organic chemistry | Texture (cosmology);Acoustic wave velocity | Aerogel | Analytical chemistry | Chemistry | Low frequency | Mineralogy | Molecular vibration | Particle size | Texture (crystalline);Openaire: aerogel - Openalex: aerogel | Openaire: analytical chemistry - Openalex: chemistry | Openaire: chemistry - Openalex: chemistry | Openaire: molecular vibration - Openalex: molecular vibration | Openaire: analytical chemistry - Openalex: organic chemistry | Openaire: chemistry - Openalex: organic chemistry | Openaire: texture (crystalline) - Openalex: texture (cosmology)
Optimal multiple-pass aeroassisted plane change;Aerodynamics | Aerospace engineering | Algorithm | Angle of attack | Artificial intelligence | Astrophysics | Atmosphere (unit) | Computation | Computer science | Control (management) | Control theory (sociology) | Data mining | Dimensionless quantity | Engineering | Geometry | Hypervelocity | Lift (data mining) | Mathematics | Mechanics | Meteorology | Orbit (dynamics) | Orbital plane | Physics | Plane (geometry) | Thermodynamics;;
Quasi-periodic oscillations in GX 17 + 2;Artificial intelligence | Astronomy | Astrophysics | Computer science | Harmonic | Image (mathematics) | Intensity (physics) | Mathematics | Noise (video) | Observatory | Optics | Physics | Quantum mechanics | Spectral density | Spectral line | Statistics;;
Comparing introductory course planning among full-time and part-time faculty;Aerospace engineering | Artificial intelligence | Computer science | Control (management) | Course (navigation) | Engineering | Exploratory research | Full-time | Higher education | Law | Mathematics education | Medical education | Medicine | Operating system | Pedagogy | Political science | Psychology | Social science | Sociology | Time management;;
Creating order in sequence spaces with simple machines;Acoustics | Artificial intelligence | Biology | Cardinality (data modeling) | Composite material | Computer science | Data mining | Domain (mathematical analysis) | Economics | Embedding | Epistemology | Field (mathematics) | Finance | Genetics | Materials science | Mathematical analysis | Mathematics | Order (exchange) | Permutation (music) | Philosophy | Physics | Property (philosophy) | Pure mathematics | Range (aeronautics) | Sequence (biology) | Simple (philosophy) | Theoretical computer science;510 | Algebra | Cardinality | Computational Theory and Mathematics | Computer Science Applications | Domain (mathematical analysis) | Information Systems | Information theory | Mathematics | Permutation | Range (mathematics) | Sequence | Simple (abstract algebra) | Structure (mathematical logic) | Theoretical Computer Science | Theoretical computer science;Openaire: cardinality - Openalex: cardinality (data modeling) | Openaire: computer science applications - Openalex: computer science | Openaire: theoretical computer science - Openalex: computer science | Openaire: domain (mathematical analysis) - Openalex: domain (mathematical analysis) | Openaire: structure (mathematical logic) - Openalex: domain (mathematical analysis) | Openaire: range (mathematics) - Openalex: field (mathematics) | Openaire: computer science applications - Openalex: materials science | Openaire: theoretical computer science - Openalex: materials science | Openaire: computational theory and mathematics - Openalex: mathematics | Openaire: mathematics - Openalex: mathematics | Openaire: permutation - Openalex: permutation (music) | Openaire: computational theory and mathematics - Openalex: pure mathematics | Openaire: mathematics - Openalex: pure mathematics | Openaire: range (mathematics) - Openalex: range (aeronautics) | Openaire: sequence - Openalex: sequence (biology) | Openaire: simple (abstract algebra) - Openalex: simple (philosophy) | Openaire: computer science applications - Openalex: theoretical computer science | Openaire: theoretical computer science - Openalex: theoretical computer science
The touch screen system in the pigeon laboratory: An initial evaluation of its utility;Affordance | Artificial intelligence | Cognitive psychology | Computer science | Computer vision | Human–computer interaction | Mathematical analysis | Mathematics | Psychology | Stimulus (psychology) | Variable (mathematics);Affordance | Computer science | Experimental and Cognitive Psychology | General Psychology | Human–computer interaction | Pecking order | Psychology (miscellaneous) | Simulation | Stimulus (physiology);Openaire: affordance - Openalex: affordance | Openaire: experimental and cognitive psychology - Openalex: cognitive psychology | Openaire: general psychology - Openalex: cognitive psychology | Openaire: psychology (miscellaneous) - Openalex: cognitive psychology | Openaire: computer science - Openalex: computer science | Openaire: computer science - Openalex: computer vision | Openaire: human–computer interaction - Openalex: human–computer interaction | Openaire: experimental and cognitive psychology - Openalex: psychology | Openaire: general psychology - Openalex: psychology | Openaire: psychology (miscellaneous) - Openalex: psychology | Openaire: stimulus (physiology) - Openalex: stimulus (psychology)
Wood Colour - A Comparison Between Determination Methods;Amazon rainforest | Amazonian | Artificial intelligence | Biology | Chart | Colorimeter | Computer science | Computer vision | Ecology | Geography | Law | Mathematics | Optics | Pattern recognition (psychology) | Physics | Political science | Reading (process) | Reflectivity | Remote sensing | Statistics;Artificial intelligence | Chart | Colorimeter | Determination methods | Forestry | Pattern recognition | Plant Science | Reflectivity | business | business.industry;Openaire: artificial intelligence - Openalex: artificial intelligence | Openaire: chart - Openalex: chart | Openaire: colorimeter - Openalex: colorimeter | Openaire: plant science - Openalex: computer science | Openaire: pattern recognition - Openalex: pattern recognition (psychology) | Openaire: plant science - Openalex: political science | Openaire: reflectivity - Openalex: reflectivity
A framework for visualizing object-oriented systems;Artificial intelligence | Computer science | Human–computer interaction | Visualization;;
A change of variables formula for stratonovich integrals and existence of solutions for two-point stochastic boundary value problems;Applied mathematics | Artificial intelligence | Boundary value problem | Change of variables (PDE) | Class (philosophy) | Computer science | Differential algebraic equation | Differential equation | Economics | Financial economics | Geometry | Integral equation | Mathematical analysis | Mathematical finance | Mathematics | Ordinary differential equation | Point (geometry) | Riemann integral | Singular integral | Stochastic calculus | Stochastic partial differential equation | Stratonovich integral;;
